序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
137,688106,金宏气体,30.01,7.49,2.09,540878.0,1578896123.0,8.49,30.41,28.04,28.46,27.92,1.08,11.22,118.0,4.63,14464152488.0,14464152488.0,0.03,-0.03,51.57,53.19
138,688235,百济神州-U,232.69,7.48,16.2,61319.0,1398635488.0,9.27,235.5,215.43,215.43,216.49,1.82,5.33,252.2,10.96,358672812241.0,26772208449.0,0.04,0.04,-15.94,-13.37
139,688136,科兴制药,27.17,7.48,1.89,55294.0,147274895.0,9.38,27.39,25.02,25.2,25.28,1.61,2.75,34.3,3.12,5468159483.0,5468159483.0,0.0,0.22,-17.04,-14.21
140,002653,海思科,55.14,7.46,3.83,68314.0,369648503.5,9.55,55.7,50.8,51.03,51.31,1.89,1.41,156.84,14.61,61752276866.0,26645752032.0,0.04,0.0,2.11,7.44
141,688019,安集科技,247.1,7.44,17.11,47119.0,1153752897.0,7.35,250.58,233.67,234.0,229.99,1.63,2.69,54.79,11.78,43241115252.0,43241115252.0,-0.17,-0.32,13.59,13.39
142,603288,海天味业,39.7,7.44,2.75,559478.0,2212477095.0,6.66,40.1,37.64,37.9,36.95,3.61,1.01,33.01,5.62,232317450277.0,220755841597.0,-0.28,-0.18,5.92,8.12
143,603507,振江股份,42.27,7.42,2.92,251354.0,1032087742.0,11.26,42.43,38.0,38.0,39.35,1.45,13.83,134.25,3.22,7790416247.0,7683515417.0,1.17,1.05,75.25,60.66
144,002549,凯美特气,19.39,7.36,1.33,823576.0,1574456497.59,12.85,19.87,17.55,17.6,18.06,2.2,11.9,134.12,6.52,13482795800.0,13424851209.0,0.0,-0.1,-12.58,-8.62
145,002685,华东重机,7.32,7.33,0.5,929197.0,678494958.18,11.0,7.5,6.75,6.84,6.82,2.71,9.22,138.28,4.7,7376295492.0,7375312233.0,0.0,-0.14,-4.31,-2.27
146,688646,ST逸飞,50.72,7.3,3.45,16116.0,80162684.0,8.69,51.1,46.99,47.0,47.27,1.68,2.78,-95.8,3.16,4775927478.0,2940998591.0,0.0,-0.02,40.89,42.11
147,603806,福斯特,19.54,7.3,1.33,807438.0,1540541884.0,11.09,19.88,17.86,17.96,18.21,1.03,3.1,55.6,3.21,50974763792.0,50974763792.0,0.0,0.83,47.47,39.97
148,688302,海创药业-U,40.7,7.27,2.76,31041.0,126133474.0,12.1,42.8,38.21,38.61,37.94,3.05,3.13,-29.48,3.79,4029934839.0,4029934839.0,0.0,-0.1,-22.37,-17.23
149,688221,前沿生物-U,19.91,7.22,1.34,164111.0,317694154.0,10.07,20.0,18.13,18.13,18.57,2.0,4.38,-28.5,8.44,7457860981.0,7457860981.0,-0.05,0.05,-2.5,10.3
150,000989,九芝堂,9.38,7.2,0.63,616907.0,574211339.39,4.0,9.48,9.13,9.3,8.75,6.06,8.89,36.07,2.16,8028736073.0,6511162203.0,0.0,0.11,5.51,7.45
151,603906,龙蟠科技,22.41,7.12,1.49,759911.0,1624523457.0,11.19,22.6,20.26,20.35,20.92,1.55,13.45,-104.23,5.13,15352618216.0,12663418216.0,0.0,-0.4,8.73,11.99
152,002972,科安达,12.19,7.12,0.81,108015.0,130041311.84,9.58,12.45,11.36,11.37,11.38,3.2,8.02,34.3,2.44,2998847272.0,1641338580.0,0.0,0.08,-1.06,2.01
153,301152,天力锂能,29.81,7.11,1.98,90387.0,265249965.29,9.52,30.2,27.55,27.67,27.83,2.51,12.73,-30.44,2.7,3539639609.0,2116491577.0,-0.1,0.03,-5.0,-2.45
154,002209,达 意 隆,16.54,7.06,1.09,224320.0,363395327.0,9.58,16.81,15.33,15.56,15.45,3.06,14.35,23.92,4.01,3291940487.0,2585415746.0,0.18,0.18,4.88,2.61
155,688530,欧莱新材,31.4,7.06,2.07,114019.0,353796260.0,15.55,32.56,28.0,28.0,29.33,1.35,16.82,-124.09,6.23,5025407474.0,2128235606.0,0.03,0.51,95.27,91.0
156,000792,盐湖股份,39.45,7.06,2.6,1606159.0,6202363294.44,9.93,39.98,36.32,36.33,36.85,1.44,3.04,34.77,5.08,208752536742.0,208751321880.0,0.0,0.03,38.91,40.09
157,000762,西藏矿业,30.83,7.05,2.03,482435.0,1443226450.54,10.17,31.23,28.3,28.66,28.8,1.66,9.26,-1668.56,5.46,16056857169.0,16056283053.0,0.06,0.06,14.52,17.36
158,688222,成都先导,24.89,7.05,1.64,178632.0,436718684.0,8.6,25.06,23.06,23.13,23.25,1.96,4.46,87.47,6.69,9972925200.0,9972925200.0,0.08,0.12,3.92,6.14
159,688513,苑东生物,66.38,7.05,4.37,40403.0,266179813.0,12.11,68.51,61.0,62.01,62.01,2.36,2.29,41.37,4.0,11718211153.0,11718211153.0,-0.02,0.2,12.89,7.85
160,688608,恒玄科技,168.52,7.04,11.09,58779.0,982658009.0,10.37,172.9,156.57,157.43,157.43,2.09,3.48,47.86,4.03,28428268222.0,28428268222.0,-0.01,-0.04,-20.71,-25.74
161,002738,中矿资源,73.02,7.04,4.8,518614.0,3732318613.89,9.89,75.04,68.29,68.64,68.22,1.22,7.29,193.48,4.39,52683336859.0,51920264423.0,0.14,0.18,2.38,-7.04
162,603551,奥普科技,12.8,7.02,0.84,51170.0,63964471.0,8.95,12.95,11.88,11.92,11.96,1.35,1.35,20.03,3.64,4924705920.0,4862510720.0,1.27,0.79,8.02,10.44
163,002940,昂利康,31.16,7.01,2.04,165016.0,510045206.85,10.99,31.9,28.7,28.89,29.12,4.07,8.91,60.68,3.94,6285850276.0,5773183552.0,-0.06,0.16,-6.73,-7.04
164,688512,慧智微-U,11.91,7.01,0.78,225243.0,264045730.0,11.05,12.12,10.89,10.9,11.13,1.46,6.94,-24.53,3.38,5560106657.0,3865632225.0,-0.08,0.0,11.73,6.72
165,300919,中伟新材,51.11,7.01,3.35,244294.0,1225293984.09,10.78,52.15,47.0,47.24,47.76,1.68,2.68,35.91,2.36,53269594682.0,46637688449.0,0.02,-0.02,20.77,10.32
166,301662,宏工科技,138.78,7.01,9.09,20913.0,284274116.26,11.43,141.9,127.08,127.79,129.69,1.83,12.58,283.07,7.7,11102400000.0,2307609137.0,0.0,1.34,17.76,15.38
167,002437,誉衡药业,3.37,6.98,0.22,1016033.0,334893044.42,8.57,3.38,3.11,3.11,3.15,2.03,4.87,23.12,3.51,7514655585.0,7029987324.0,0.3,0.0,7.32,9.77
168,688553,汇宇制药-W,17.31,6.98,1.13,63149.0,107518667.0,10.63,17.7,15.98,16.01,16.18,1.46,1.84,-302.99,1.94,7332516000.0,5946672640.0,0.06,0.0,-4.21,-2.7
169,002824,和胜股份,18.8,6.94,1.22,108060.0,198861370.94,9.16,18.88,17.27,17.36,17.58,1.19,4.91,43.75,2.59,5850162154.0,4136021432.0,0.0,-0.11,3.47,-3.09
170,002466,天齐锂业,57.96,6.94,3.76,1021455.0,5776794787.27,8.78,58.26,53.5,53.61,54.2,1.93,6.92,213.77,2.25,98893959215.0,85538471211.0,0.0,0.21,3.91,4.66
171,300730,科创信息,13.77,6.91,0.89,303406.0,419781348.65,11.49,14.3,12.82,12.93,12.88,2.79,15.69,-42.32,13.25,3320483300.0,2662003718.0,0.0,0.0,10.16,2.91
172,600791,京能置业,9.78,6.89,0.63,328406.0,315268364.0,12.24,9.92,8.8,9.39,9.15,1.4,7.26,-12.4,11.23,4429166400.0,4423627947.0,0.51,0.41,104.18,108.97
173,600276,恒瑞医药,55.18,6.88,3.55,991196.0,5393542863.0,8.46,55.48,51.11,51.3,51.63,2.21,1.55,47.5,5.98,366240689047.0,351993345479.0,-0.07,-0.04,-10.71,-7.37
174,301257,普蕊斯,56.26,6.82,3.59,25435.0,140589054.32,10.29,56.85,51.43,52.08,52.67,1.44,3.38,38.15,3.55,4444808360.0,4237441820.0,-0.05,0.14,11.83,8.11
175,688712,北芯生命-U,39.5,6.76,2.5,53974.0,213085094.0,12.32,41.32,36.76,37.0,37.0,1.85,14.54,204.31,17.56,16471500000.0,1466030650.0,0.0,-0.03,125.46,125.46
176,600988,赤峰黄金,39.8,6.7,2.5,709867.0,2780792783.0,9.33,40.13,36.65,36.65,37.3,0.93,4.27,24.54,5.64,75636364884.0,66223672844.0,-0.13,-0.25,19.3,27.4
177,000912,泸天化,5.59,6.68,0.35,1406742.0,774649050.73,11.64,5.7,5.09,5.09,5.24,1.4,8.97,275.74,1.38,8765120000.0,8765120000.0,0.18,0.0,34.05,34.7
178,000830,鲁西化工,16.19,6.65,1.01,664353.0,1052472739.15,10.01,16.48,14.96,15.0,15.18,1.37,3.49,22.6,1.62,30830924788.0,30828494961.0,-0.06,-0.06,6.09,-2.29
179,605116,奥锐特,26.68,6.63,1.66,89966.0,237156054.0,8.87,26.98,24.76,24.76,25.02,2.27,2.21,22.99,4.3,10836968683.0,10836968683.0,0.0,0.11,15.85,6.51
180,688350,富淼科技,28.18,6.62,1.75,43601.0,120610265.0,9.27,28.55,26.1,26.48,26.43,1.92,3.04,282.97,2.37,4036633617.0,4036633617.0,-0.32,0.04,21.73,9.52
181,002020,京新药业,15.48,6.61,0.96,201545.0,304986157.74,8.82,15.58,14.3,14.38,14.52,1.58,2.78,17.37,2.36,13328731087.0,11207029826.0,0.13,0.13,-23.67,-18.44
182,002970,锐明技术,65.01,6.57,4.01,58972.0,372168720.0,9.98,65.88,59.79,59.79,61.0,1.22,4.78,32.14,6.1,11743230873.0,8016399873.0,0.03,-0.14,32.51,34.04
183,603027,千禾味业,9.59,6.56,0.59,285886.0,267564426.0,8.56,9.71,8.94,8.95,9.0,2.48,2.29,36.92,2.89,12784672701.0,11983811370.0,0.0,-0.1,-3.81,-2.44
184,002203,海亮股份,14.82,6.54,0.91,610742.0,873007312.84,11.86,15.01,13.36,13.61,13.91,1.76,2.76,27.55,2.02,33963813161.0,32783933607.0,-0.07,0.07,18.94,17.06
185,600078,澄星股份,11.74,6.53,0.72,375684.0,431761947.0,9.71,11.95,10.88,10.88,11.02,1.46,5.67,213.45,4.58,7945782988.0,7778605388.0,0.0,-0.09,18.47,22.42
186,688166,博瑞医药,49.52,6.52,3.03,180278.0,885318489.0,10.39,50.58,45.75,46.0,46.49,1.29,4.26,384.34,8.52,20952132562.0,20952132562.0,-0.06,0.08,0.12,0.94
187,688025,杰普特,224.2,6.46,13.6,74542.0,1629917326.0,13.21,230.83,203.0,208.57,210.6,1.63,7.84,76.44,9.27,21310080637.0,21310080637.0,-0.05,0.55,60.72,58.37
188,300436,广生堂,103.58,6.45,6.28,117475.0,1199316048.64,9.97,105.7,96.0,96.25,97.3,2.1,8.59,-110.88,43.07,16496875860.0,14161661549.0,0.03,0.32,18.36,16.19
189,301327,华宝新能,76.28,6.45,4.62,146349.0,1130415987.46,17.39,82.66,70.2,70.3,71.66,1.31,8.39,70.01,2.15,13301809836.0,13301809836.0,0.26,0.39,33.5,32.27
190,300651,金陵体育,28.6,6.44,1.73,201062.0,554577238.53,10.76,28.9,26.01,26.01,26.87,0.99,23.0,85.8,3.73,4038597077.0,2500584544.0,0.35,0.28,37.5,41.03
191,002452,长高电新,11.3,6.4,0.68,713702.0,811310842.57,12.52,11.68,10.35,10.38,10.62,3.01,13.83,25.94,2.7,7009752561.0,5829724127.0,-0.35,-0.53,38.82,37.3
192,300855,图南股份,37.83,6.38,2.27,70161.0,261630431.74,9.22,38.28,35.0,35.1,35.56,1.31,2.39,90.97,7.59,14962956645.0,11082530701.0,0.08,-0.05,25.1,17.12
193,300357,我武生物,25.5,6.38,1.53,200605.0,500222313.4,8.76,25.65,23.55,23.55,23.97,1.82,4.14,29.04,5.07,13351392000.0,12343637228.0,0.04,0.16,-12.97,-9.73
194,688410,山外山,15.73,6.36,0.94,53979.0,83600082.0,8.72,15.8,14.51,14.51,14.79,1.24,1.69,35.13,2.81,5027317784.0,5027317784.0,-0.13,0.06,6.07,5.08
195,688062,迈威生物-U,36.32,6.35,2.17,149599.0,536539725.0,9.34,36.89,33.7,33.86,34.15,1.97,7.33,-14.97,41.53,14513472000.0,7415454400.0,0.06,-0.06,-7.93,-5.59
196,600337,美克家居,2.68,6.35,0.16,530058.0,138831819.0,8.33,2.69,2.48,2.5,2.52,1.11,3.69,-13.13,1.53,3851155007.0,3851155007.0,0.37,0.0,-8.22,-8.22
197,002634,棒杰股份,7.39,6.33,0.44,156213.0,111892795.49,8.92,7.43,6.81,6.95,6.95,0.97,3.5,-2.81,-5.59,3394615071.0,3299742436.0,0.14,0.14,39.96,30.8
198,605365,立达信,18.35,6.32,1.09,69111.0,124962834.0,8.69,18.5,17.0,17.0,17.26,2.02,1.38,54.27,2.47,9211936275.0,9211936275.0,0.05,0.05,-32.34,-30.65
199,688677,海泰新光,39.86,6.26,2.35,27282.0,108405320.0,9.41,40.86,37.33,37.49,37.51,2.3,2.28,27.84,3.55,4778297220.0,4778297220.0,-0.15,0.1,-7.15,-7.65
200,002849,威星智能,16.46,6.26,0.97,106592.0,173095936.73,9.17,16.69,15.27,15.32,15.49,1.47,5.51,38.04,2.65,3631635903.0,3186118087.0,0.18,0.24,7.37,3.52
201,600251,冠农股份,11.74,6.24,0.69,247095.0,284751712.0,7.96,11.92,11.04,11.15,11.05,1.51,3.18,19.72,2.4,9121904664.0,9121904664.0,0.09,0.17,30.16,27.19
202,688091,上海谊众,57.42,6.23,3.37,79229.0,448077885.0,8.9,58.38,53.57,53.7,54.05,2.28,3.83,185.07,8.3,11868923009.0,11868923009.0,0.0,-0.03,28.06,22.17
203,000510,新金路,14.86,6.22,0.87,587969.0,863684794.69,9.36,15.2,13.89,13.92,13.99,0.96,9.69,-92.08,7.81,9637357733.0,9015039181.0,0.07,0.07,40.85,28.32
204,000973,佛塑科技,19.59,6.12,1.13,1283115.0,2419907988.58,11.05,19.75,17.71,17.91,18.46,1.6,13.26,445.8,6.5,48156858246.0,18951819920.0,0.05,0.05,51.51,33.27
205,300149,睿智医药,10.27,6.1,0.59,178668.0,180051980.94,8.26,10.35,9.55,9.59,9.68,1.65,3.76,540.88,4.08,5114090198.0,4873658992.0,0.1,0.1,5.66,7.43
206,600771,广誉远,16.89,6.09,0.97,111120.0,187563824.0,4.27,17.34,16.66,16.66,15.92,2.1,2.27,78.6,5.01,8267505371.0,8267505371.0,-0.12,-0.06,-6.94,-6.06
207,300702,天宇股份,22.95,6.05,1.31,74625.0,169661336.81,9.75,23.4,21.29,21.45,21.64,2.24,3.53,27.11,2.15,7986075799.0,4846224885.0,-0.43,-0.17,-4.02,-2.75
208,002378,章源钨业,32.44,6.05,1.85,1056647.0,3385155936.16,9.87,33.09,30.07,30.08,30.59,1.66,8.84,134.27,16.72,38973989085.0,38769737210.0,-0.25,0.03,99.51,128.77
209,605287,德才股份,43.19,6.04,2.46,64465.0,270912216.0,12.1,44.0,39.07,39.86,40.73,1.17,4.6,92.42,3.89,6046600000.0,6046600000.0,0.37,-0.02,66.76,66.63
210,300631,久吾高科,26.98,6.01,1.53,50415.0,133900222.48,8.88,27.24,24.98,25.1,25.45,2.06,4.18,52.13,2.57,3373671580.0,3250845318.0,0.0,-0.15,-6.97,-6.61
211,603213,镇洋发展,14.31,6.0,0.81,180658.0,256201901.0,7.48,14.5,13.49,13.5,13.5,5.12,4.09,93.61,3.4,6324624400.0,6324624400.0,0.14,0.35,9.32,8.99
212,600249,两面针,6.37,5.99,0.36,485050.0,302955484.0,10.15,6.5,5.89,5.99,6.01,2.32,8.82,355.82,1.61,3503500000.0,3503500000.0,0.0,0.0,4.77,10.78
213,688157,松井股份,39.16,5.92,2.19,26413.0,100473982.0,9.09,39.66,36.3,36.96,36.97,1.36,1.69,280.33,4.59,6125841093.0,6125841093.0,0.31,0.38,3.68,8.09
214,000963,华东医药,35.48,5.91,1.98,194589.0,677142990.09,7.25,35.53,33.1,33.2,33.5,2.27,1.11,16.98,2.58,62222583367.0,62196904717.0,-0.03,-0.06,-11.96,-10.06
215,688337,普源精电,40.66,5.89,2.26,41274.0,164209394.0,9.09,40.95,37.46,38.2,38.4,1.16,2.22,91.57,2.49,7882933795.0,7559383675.0,-0.34,-0.32,10.88,10.22
216,600521,华海药业,15.82,5.89,0.88,280551.0,433795250.0,7.76,15.88,14.72,14.8,14.94,1.84,1.87,46.71,2.56,23686528792.0,23686528792.0,0.0,0.13,-7.05,-6.78
217,301178,天亿马,49.6,5.87,2.75,21499.0,105073282.6,9.39,50.8,46.4,46.85,46.85,1.38,4.35,593.54,4.3,3315898880.0,2454026563.0,0.06,0.06,4.38,1.06
218,000968,蓝焰控股,11.57,5.86,0.64,1529992.0,1748859555.01,7.78,11.86,11.01,11.2,10.93,1.31,15.81,31.33,1.81,11194005776.0,11194005776.0,0.17,0.17,74.77,75.04
219,603520,司太立,10.9,5.83,0.6,679088.0,731400959.0,7.77,11.0,10.2,10.28,10.3,3.03,15.49,124.34,1.84,4778667703.0,4778667703.0,-0.09,0.28,13.66,15.96
220,600867,通化东宝,8.9,5.83,0.49,538195.0,470104999.0,7.25,8.92,8.31,8.35,8.41,1.87,2.75,10.87,2.45,17431031178.0,17431031178.0,0.0,0.11,6.59,8.94
221,603124,江南新材,107.75,5.82,5.93,52070.0,549935709.0,12.42,109.65,97.0,99.55,101.82,1.99,6.71,71.28,8.74,15704045192.0,8362349278.0,0.02,-0.06,32.88,36.62
222,300111,向日葵,4.18,5.82,0.23,730981.0,299861405.0,8.1,4.2,3.88,3.91,3.95,1.2,5.68,3089.5,7.82,5380540785.0,5380540785.0,0.24,0.0,-40.88,-31.81
223,002585,双星新材,7.29,5.81,0.4,524112.0,376934236.24,9.87,7.47,6.79,6.85,6.89,1.3,5.91,-28.0,0.96,8320241841.0,6463035435.0,0.14,0.0,8.48,8.32
224,688629,华丰科技,109.09,5.81,5.99,180371.0,1883133932.0,10.28,109.8,99.2,100.0,103.1,0.81,9.92,139.69,27.55,50289707934.0,19830712597.0,-0.1,0.82,15.17,9.02
225,605028,世茂能源,29.13,5.81,1.6,68217.0,199732353.0,11.91,30.28,27.0,27.18,27.53,2.34,4.26,27.04,3.4,4660800000.0,4660800000.0,-0.21,-0.03,9.06,-1.39
226,002149,西部材料,49.45,5.8,2.71,1224877.0,5906246381.17,16.07,51.41,43.9,44.5,46.74,2.43,25.09,261.45,8.28,24142195849.0,24138487099.0,-0.04,-1.77,27.71,8.66
227,688805,健信超导,45.66,5.79,2.5,25821.0,116782422.0,9.8,46.73,42.5,43.0,43.16,1.23,8.19,101.93,6.26,7656268800.0,1439151102.0,0.07,0.13,145.75,8.35
228,000813,德展健康,3.47,5.79,0.19,571823.0,195684979.92,9.15,3.53,3.23,3.25,3.28,1.61,2.73,-89.43,1.46,7276956224.0,7275759074.0,0.0,-0.29,-12.59,-9.64
229,688331,荣昌生物,123.58,5.79,6.76,90272.0,1088271733.0,8.4,123.88,114.07,114.91,116.82,1.23,5.53,98.3,19.3,69758127349.0,20155046781.0,0.03,0.45,54.28,58.86
230,600322,津投城开,2.56,5.79,0.14,636202.0,159425920.0,9.5,2.61,2.38,2.39,2.42,1.34,5.75,-2.69,-3.67,2830592000.0,2830592000.0,0.39,0.0,9.4,9.87
231,600563,法拉电子,142.68,5.78,7.8,132713.0,1841139591.0,7.43,143.03,133.01,133.5,134.88,1.15,5.9,26.93,5.32,32103000000.0,32103000000.0,-0.04,0.03,38.59,35.95
232,600698,湖南天雁,8.79,5.78,0.48,906049.0,783825037.0,12.03,9.0,8.0,8.4,8.31,2.44,10.91,5455.25,12.19,9393325664.0,7299670803.0,0.0,0.11,-0.23,-2.77
233,603703,盛洋科技,12.44,5.78,0.68,175845.0,214847207.0,9.18,12.66,11.58,11.6,11.76,1.53,4.24,542.67,6.24,5162377573.0,5162377573.0,0.73,0.24,-5.76,-14.68
234,001331,胜通能源,56.36,5.76,3.07,86811.0,477853395.97,11.37,57.5,51.44,52.16,53.29,1.74,5.17,268.74,10.5,15907046400.0,9461473268.0,0.14,0.41,78.19,21.7
235,688577,浙海德曼,65.78,5.76,3.58,17208.0,112048944.0,9.1,66.66,61.0,61.29,62.2,1.61,1.55,154.35,7.21,7319980574.0,7319980574.0,0.06,0.2,-30.05,-32.09
236,688176,亚虹医药-U,13.6,5.75,0.74,208010.0,278739723.0,10.11,13.83,12.53,12.53,12.86,1.08,4.77,-18.52,4.84,7767918610.0,5925328906.0,-0.15,-0.22,23.19,18.16
237,301392,汇成真空,115.8,5.75,6.3,25114.0,286154900.42,8.58,116.92,107.52,108.04,109.5,1.35,6.16,491.93,15.97,11580000000.0,4724166494.0,-0.03,-0.07,-15.34,-10.26
238,002638,勤上股份,4.42,5.74,0.24,1286453.0,563205372.0,12.2,4.6,4.09,4.18,4.18,1.58,9.51,-26.67,3.08,6349747023.0,5978855585.0,0.0,0.23,43.04,43.04
239,300440,运达科技,15.53,5.72,0.84,211509.0,326619585.0,11.78,15.98,14.25,14.44,14.69,1.35,4.83,127.77,4.23,6825692798.0,6799368904.0,0.26,0.19,29.63,26.16
240,920252,天宏锂电,29.03,5.72,1.57,74265.0,210978163.45,10.82,29.57,26.6,26.95,27.46,2.67,10.88,308.53,11.3,2979948805.0,1980752868.0,-0.03,0.07,-10.98,-3.84
241,300715,凯伦股份,14.05,5.72,0.76,93243.0,129141911.56,8.43,14.2,13.08,13.23,13.29,1.01,2.98,150.84,2.86,5311678792.0,4397069145.0,0.14,-0.07,34.32,34.58
242,000045,深纺织Ａ,14.41,5.72,0.78,364047.0,509182649.32,8.14,14.42,13.31,13.49,13.63,1.27,7.97,92.09,2.45,7298979844.0,6585684844.0,0.14,0.49,21.19,17.92
243,688578,艾力斯,96.8,5.71,5.23,59968.0,571016711.0,6.8,97.24,91.01,91.54,91.57,1.45,1.33,19.97,6.16,43560000000.0,43560000000.0,-0.09,0.0,-7.25,-7.06
244,301486,致尚科技,153.47,5.7,8.27,90594.0,1369846659.28,12.09,158.58,141.03,142.0,145.2,1.36,12.5,90.75,7.56,19748672303.0,11119477780.0,0.16,0.05,36.54,23.72
245,603271,永杰新材,44.29,5.7,2.39,36010.0,157140407.0,7.71,44.83,41.6,41.74,41.9,2.19,3.81,21.17,3.09,8712728800.0,4188770863.0,0.0,0.07,3.94,7.81
246,301056,森赫股份,15.07,5.68,0.81,57078.0,85631501.61,11.71,15.68,14.01,14.11,14.26,1.67,3.24,54.4,4.9,4020475072.0,2652257158.0,0.13,0.07,14.25,-10.3
247,300084,海默科技,11.27,5.62,0.6,409736.0,457540903.8,9.75,11.53,10.49,10.49,10.67,1.36,11.84,-70.98,4.59,5729554162.0,3900565460.0,-0.18,0.0,17.64,12.81
248,300558,贝达药业,43.28,5.61,2.3,84429.0,360019312.24,7.32,43.66,40.66,40.76,40.98,1.94,2.01,43.09,3.12,18209360725.0,18151314325.0,0.0,0.02,-8.05,-7.3
249,300685,艾德生物,22.4,5.56,1.18,115366.0,254220882.4,7.35,22.48,20.92,20.95,21.22,1.17,2.96,24.51,4.31,8770409626.0,8726980931.0,0.0,-0.04,10.34,9.48
250,688768,容知日新,45.61,5.55,2.4,19856.0,88823937.0,7.91,45.99,42.57,42.86,43.21,1.19,2.28,47.83,3.64,4013165200.0,3980090470.0,0.09,0.0,6.92,5.0
251,688028,沃尔德,88.72,5.53,4.65,53536.0,462103437.0,7.79,89.35,82.8,83.37,84.07,1.01,3.55,142.11,6.75,13392195280.0,13392195280.0,0.25,0.52,47.33,37.47
252,301230,泓博医药,36.9,5.52,1.93,63831.0,231068171.6,7.64,36.97,34.3,34.49,34.97,1.51,5.08,111.17,5.02,5150745725.0,4635224127.0,0.38,0.27,22.59,23.95
253,605058,澳弘电子,33.24,5.52,1.74,69534.0,227113159.0,11.02,33.93,30.46,31.13,31.5,0.97,4.87,33.33,2.72,4750792098.0,4750792098.0,0.12,-0.09,10.91,8.91
254,600535,天士力,14.54,5.52,0.76,278914.0,400539580.0,7.11,14.65,13.67,13.7,13.78,2.5,1.87,19.66,1.75,21722033073.0,21722033073.0,0.07,0.07,-5.15,-3.52
255,300487,蓝晓科技,67.82,5.51,3.54,50258.0,333891361.88,8.18,68.28,63.02,63.75,64.28,1.22,1.63,39.74,8.59,34529454859.0,20889747325.0,0.12,0.19,11.22,9.83
256,300004,南风股份,13.22,5.51,0.69,220851.0,287738477.71,8.62,13.3,12.22,12.3,12.53,0.84,4.6,142.26,3.57,6345515366.0,6345515366.0,0.0,0.0,11.56,7.92
257,002548,金新农,5.55,5.51,0.29,326554.0,178376498.87,7.41,5.56,5.17,5.21,5.26,1.13,4.06,-36.59,3.23,4596363802.0,4464816781.0,0.0,0.0,-0.89,-8.72
258,002930,宏川智慧,14.36,5.51,0.75,193333.0,268472875.13,8.45,14.36,13.21,13.3,13.61,1.52,4.47,-129.21,2.82,6569554591.0,6213858195.0,0.07,0.42,31.14,29.02
259,688502,茂莱光学,308.62,5.49,16.06,9210.0,279493211.0,9.19,312.98,286.1,286.19,292.56,1.46,1.74,351.24,12.67,16295136000.0,16295136000.0,-0.03,-0.13,-24.46,-22.66
260,920522,纳科诺尔,50.7,5.49,2.64,40417.0,198789367.91,7.89,50.7,46.91,47.11,48.06,1.14,3.11,121.91,7.39,7947261504.0,6592899222.0,0.04,0.38,-13.41,-17.01
261,688368,晶丰明源,123.58,5.47,6.41,21914.0,268408220.0,11.36,127.5,114.19,115.22,117.17,1.6,2.48,447.24,9.15,15923637304.0,10936889442.0,0.06,0.28,14.63,7.06
262,002317,众生药业,18.53,5.46,0.96,335498.0,611191624.03,6.89,18.54,17.33,17.4,17.57,1.8,4.41,47.14,3.91,15749211739.0,14112770533.0,0.05,0.16,-4.83,-2.37
263,600262,北方股份,25.23,5.43,1.3,59572.0,148962883.0,8.86,25.78,23.66,24.0,23.93,1.35,3.5,17.75,2.44,4289100000.0,4289100000.0,-0.12,0.0,2.15,-3.07
264,300505,川金诺,31.53,5.42,1.62,433515.0,1355898521.46,9.96,31.98,29.0,29.22,29.91,1.22,19.94,19.1,2.97,8666573000.0,6853399330.0,0.03,0.19,39.64,40.82
265,688356,键凯科技,93.53,5.39,4.78,6899.0,63348143.0,6.49,93.76,88.0,88.37,88.75,1.33,1.14,89.48,4.3,5672659971.0,5672659971.0,0.0,-0.02,14.56,13.78
266,688163,赛伦生物,25.41,5.39,1.3,28036.0,69728247.0,7.84,25.55,23.66,23.72,24.11,1.54,2.59,53.18,2.47,2749870200.0,2749870200.0,0.16,0.12,15.61,16.72
267,300199,翰宇药业,18.8,5.38,0.96,468733.0,867682990.78,7.62,18.94,17.58,17.61,17.84,1.84,6.29,174.54,25.58,16604937117.0,14019119486.0,0.0,0.05,3.7,5.03
268,002582,好想你,11.23,5.35,0.57,178994.0,197376564.0,6.38,11.24,10.56,10.62,10.66,1.31,5.2,-800.8,1.61,5027759616.0,3865839940.0,0.0,0.18,3.69,1.63
269,603087,甘李药业,61.72,5.34,3.13,111175.0,681466072.0,8.14,62.47,57.7,57.71,58.59,1.58,1.99,33.79,3.27,36865662687.0,34431031558.0,-0.05,-0.13,-8.29,-9.33
270,605305,中际联合,42.0,5.34,2.13,101687.0,419923663.0,9.28,42.69,38.99,39.51,39.87,1.33,4.78,15.27,3.13,8925840000.0,8925840000.0,-0.02,0.0,-0.26,0.82
271,002583,海能达,10.28,5.33,0.52,453032.0,466280611.31,11.17,10.72,9.63,9.66,9.76,1.86,3.53,75.34,7.32,18695407237.0,13186372384.0,0.0,-0.19,-4.37,-9.19
272,301629,矽电股份,240.2,5.33,12.16,14564.0,339061912.64,8.9,243.3,223.0,223.0,228.04,0.84,7.59,299.94,8.6,10022891215.0,4610892171.0,0.0,-1.07,3.0,10.08
